epoch,accuracy,loss,val_accuracy,val_loss
<<<<<<< HEAD
0,0.3825076222419739,1.3182975053787231,0.44092220067977905,1.265613079071045
1,0.6570717096328735,0.9653385877609253,0.6311239004135132,0.9447017908096313
2,0.794353723526001,0.5704166293144226,0.6743515729904175,0.8086248636245728
3,0.8488790392875671,0.41717204451560974,0.7031700015068054,0.7971447110176086
4,0.8793246746063232,0.33031725883483887,0.6945244669914246,0.8243893384933472
5,0.9017437100410461,0.2714749574661255,0.6916426420211792,0.8876394629478455
6,0.9252698421478271,0.22763602435588837,0.6772334575653076,0.9277346134185791
7,0.9338499903678894,0.19365714490413666,0.6685879230499268,1.0151842832565308
8,0.9487960338592529,0.16329695284366608,0.6714697480201721,1.0571725368499756
9,0.9584832787513733,0.1410248726606369,0.6628242135047913,1.0875409841537476
10,0.9609742760658264,0.1273745447397232,0.6657060384750366,1.1514815092086792
11,0.9645723700523376,0.11957023292779922,0.680115282535553,1.2160974740982056
12,0.9681705236434937,0.10670670121908188,0.6685879230499268,1.2474926710128784
13,0.9692776203155518,0.09939936548471451,0.6657060384750366,1.3483448028564453
14,0.9703847169876099,0.09243100136518478,0.6714697480201721,1.3429818153381348
15,0.9725989699363708,0.08529496937990189,0.6772334575653076,1.3729662895202637
16,0.9748131632804871,0.08092235773801804,0.680115282535553,1.3813307285308838
17,0.9745364189147949,0.08226551860570908,0.6714697480201721,1.4223436117172241
18,0.973706066608429,0.07648666948080063,0.6829971075057983,1.4434863328933716
19,0.9784113168716431,0.072547547519207,0.680115282535553,1.4680403470993042
20,0.9753667116165161,0.07244633883237839,0.6743515729904175,1.4594064950942993
21,0.975089967250824,0.06634102761745453,0.6743515729904175,1.528757095336914
22,0.977027416229248,0.06701137870550156,0.6858789920806885,1.4966868162155151
23,0.9767506122589111,0.06891246140003204,0.6714697480201721,1.5278443098068237
24,0.9761970639228821,0.06471507251262665,0.6743515729904175,1.5418527126312256
=======
0,0.37226682901382446,1.3346383571624756,0.47838616371154785,1.2581934928894043
1,0.6484915614128113,0.9945844411849976,0.680115282535553,0.893735945224762
2,0.7918627262115479,0.5913807153701782,0.7319884896278381,0.7444811463356018
3,0.8414060473442078,0.4234646260738373,0.7060518860816956,0.7781729102134705
4,0.8768336772918701,0.33583441376686096,0.7031700015068054,0.8018525242805481
5,0.9031276106834412,0.27822595834732056,0.7089337110519409,0.8321207761764526
6,0.9183503985404968,0.23118074238300323,0.7060518860816956,0.888035237789154
7,0.9396623373031616,0.1919095367193222,0.7118155360221863,0.9313252568244934
8,0.9474121332168579,0.16184431314468384,0.6916426420211792,0.9917118549346924
9,0.9609742760658264,0.13919499516487122,0.6887608170509338,1.0218932628631592
10,0.9651259183883667,0.12424547225236893,0.6916426420211792,1.0732574462890625
11,0.9673401713371277,0.11389074474573135,0.6772334575653076,1.196710467338562
12,0.9695543646812439,0.10495828092098236,0.6772334575653076,1.2164229154586792
13,0.972875714302063,0.09410130977630615,0.6887608170509338,1.2497624158859253
14,0.9731525182723999,0.08746671676635742,0.680115282535553,1.2842046022415161
15,0.9748131632804871,0.08624587953090668,0.6829971075057983,1.299863576889038
16,0.974259614944458,0.0770471915602684,0.6772334575653076,1.3496350049972534
17,0.975643515586853,0.06962906569242477,0.6685879230499268,1.3873530626296997
18,0.974259614944458,0.07621800154447556,0.6858789920806885,1.3906244039535522
19,0.9761970639228821,0.07048824429512024,0.6829971075057983,1.4202877283096313
20,0.9778577089309692,0.06815624237060547,0.6945244669914246,1.4352636337280273
21,0.974259614944458,0.07013636827468872,0.680115282535553,1.4837476015090942
22,0.9759202599525452,0.059179626405239105,0.6858789920806885,1.473379373550415
23,0.9761970639228821,0.06320955604314804,0.6974063515663147,1.5279855728149414
24,0.9761970639228821,0.0661577358841896,0.6858789920806885,1.5574606657028198
>>>>>>> parent of c4fb56d ('Upload')
